Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-6804116,"TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",1,20,1,92,0.001422576285653318,0.7074173627199325,0.8243109973782252,6,17,0.0014185580774365822,9606,Homo sapiens,"E2F8","A0AVK6",E2F8,Q96AV8,"R-HSA-8953037;R-HSA-6798353;R-HSA-6798347;R-HSA-8952996;R-HSA-6798299;R-HSA-8953013"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",1,49,0,58,0.0034853118998506294,0.7074173627199325,0.8243109973782252,3,17,0.0014185580774365822,9606,Homo sapiens,"PPAT","",,,"R-HSA-111285;R-HSA-73815;R-HSA-111289"
R-HSA-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",0,75,1,34,0.005334661071199943,0.7074173627199325,0.8243109973782252,2,13,0.0010847797062750334,9606,Homo sapiens,"","",FOXO1,P06493,"R-HSA-174255;R-HSA-174157"
R-HSA-111932,"CaMK IV-mediated phosphorylation of CREB",0,13,1,92,9.246745856746568E-4,0.7074173627199325,0.8243109973782252,2,13,0.0010847797062750334,9606,Homo sapiens,"","",SGK1,P16220,"R-HSA-111912;R-HSA-111916"
R-HSA-1268020,"Mitochondrial protein import",0,69,1,37,0.004907888185503947,0.7074173627199325,0.8243109973782252,1,14,0.0011682242990654205,9606,Homo sapiens,"","",MEIS2,Q9Y5J6,"R-HSA-1955380"
R-HSA-381183,"ATF6 (ATF6-alpha) activates chaperone genes",0,15,1,95,0.0010669322142399886,0.710863612036944,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"","",DBP,P35638,"R-HSA-1791107"
R-HSA-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",0,34,1,74,0.0024183796856106408,0.710863612036944,0.8243109973782252,1,7,5.841121495327102E-4,9606,Homo sapiens,"","",SGK1,P16220,"R-HSA-442724"
R-HSA-918233,"TRAF3-dependent IRF activation pathway",0,17,1,89,0.0012091898428053204,0.710863612036944,0.8243109973782252,1,9,7.510013351134847E-4,9606,Homo sapiens,"","",PPP2R1B,Q9BRV8,"R-HSA-918225"
R-HSA-8951664,"Neddylation",3,241,0,86,0.017142044242122484,0.7109511920082727,0.8243109973782252,3,31,0.0025867823765020025,9606,Homo sapiens,"KBTBD6;KLHL13","",,,"R-HSA-8956040;R-HSA-8955289;R-HSA-8955241"
R-HSA-205043,"NRIF signals cell death from the nucleus",0,18,1,92,0.0012803186570879864,0.7176353176693533,0.8243109973782252,3,7,5.841121495327102E-4,9606,Homo sapiens,"","",MEIS2,Q13352,"R-HSA-205112;R-HSA-205118;R-HSA-193677"
R-HSA-1650814,"Collagen biosynthesis and modifying enzymes",1,76,0,32,0.005405789885482609,0.7176353176693533,0.8243109973782252,21,51,0.004255674232309746,9606,Homo sapiens,"COL1A1","",,,"R-HSA-8948232;R-HSA-1650808;R-HSA-2002428;R-HSA-2002460;R-HSA-8948234;R-HSA-2022073;R-HSA-8948224;R-HSA-8948226;R-HSA-2089971;R-HSA-8948228;R-HSA-1981104;R-HSA-8948230;R-HSA-8948231;R-HSA-8948219;R-HSA-2002440;R-HSA-8948222;R-HSA-1981128;R-HSA-1980233;R-HSA-1981157;R-HSA-8944214;R-HSA-1981120"
R-HSA-912694,"Regulation of IFNA signaling",0,28,3,79,0.0019916067999146453,0.7176353176693533,0.8243109973782252,2,5,4.1722296395193593E-4,9606,Homo sapiens,"","",ELOVL4;INSR;IGF1R,P18031;Q06124,"R-HSA-997311;R-HSA-997309"
R-HSA-1234176,"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",0,70,1,46,0.004979016999786614,0.7176353176693533,0.8243109973782252,2,12,0.0010013351134846463,9606,Homo sapiens,"","",RBM4,Q99814,"R-HSA-1234179;R-HSA-1234166"
R-HSA-381033,"ATF6 (ATF6-alpha) activates chaperones",0,17,1,95,0.0012091898428053204,0.7176353176693533,0.8243109973782252,1,10,8.344459279038719E-4,9606,Homo sapiens,"","",DBP,P35638,"R-HSA-1791107"
R-HSA-5683057,"MAPK family signaling cascades",8,332,6,513,0.023614766341845082,0.7176784802413787,0.8243109973782252,16,86,0.007176234979973298,9606,Homo sapiens,"DUSP4;KITLG;ANGPT1;PPP2R1B;NRG1;FOXO1;DUSP6","Q13115;Q12778;Q02297-10;Q02297;P30154;Q15389;Q16828;P21583-1",DUSP4;PNKD;BCL2;ETS1;FOXO1;CREB5,P05412;P27361;P28482;P06493,"R-HSA-109857;R-HSA-109858;R-HSA-5692755;R-HSA-5675376;R-HSA-109863;R-HSA-5692785;R-HSA-109864;R-HSA-5672957;R-HSA-5692794;R-HSA-5692761;R-HSA-5675431;R-HSA-5672965;R-HSA-112342;R-HSA-5672961;R-HSA-5675373;R-HSA-5692779"
R-HSA-5362517,"Signaling by Retinoic Acid",1,72,0,36,0.0051212746283519454,0.7209617127166634,0.8243109973782252,1,21,0.0017523364485981308,9606,Homo sapiens,"ALDH8A1","",,,"R-HSA-5696101"
R-HSA-611105,"Respiratory electron transport",2,115,0,120,0.00817981364250658,0.7213006164750007,0.8243109973782252,8,19,0.0015854472630173564,9606,Homo sapiens,"COX7B;NDUFB2","",,,"R-HSA-6799191;R-HSA-163217;R-HSA-6799202;R-HSA-6799197;R-HSA-6799196;R-HSA-163214;R-HSA-6799179;R-HSA-6799178"
R-HSA-434316,"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion",1,19,0,92,0.0013514474713706523,0.7242490859850714,0.8243109973782252,2,5,4.1722296395193593E-4,9606,Homo sapiens,"PLCB1","",,,"R-HSA-400023;R-HSA-399998"
R-HSA-400451,"Free fatty acids regulate insulin secretion",1,19,0,92,0.0013514474713706523,0.7242490859850714,0.8243109973782252,2,5,4.1722296395193593E-4,9606,Homo sapiens,"PLCB1","",,,"R-HSA-400023;R-HSA-399998"
R-HSA-6803207,"TP53 Regulates Transcription of Caspase Activators and Caspases",1,20,0,95,0.001422576285653318,0.7242490859850714,0.8243109973782252,2,17,0.0014185580774365822,9606,Homo sapiens,"TP63","",,,"R-HSA-6798082;R-HSA-6798081"
R-HSA-1606322,"ZBP1(DAI) mediated induction of type I IFNs",0,23,1,92,0.0016359627285013158,0.7242490859850714,0.8243109973782252,1,10,8.344459279038719E-4,9606,Homo sapiens,"","",CCDC50,Q13546,"R-HSA-1810457"
R-HSA-198745,"Signalling to STAT3",0,5,1,106,3.556440714133295E-4,0.7274978933037818,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"","",BICD1,P40763,"R-HSA-198732"
R-HSA-8875791,"MET activates STAT3",0,5,1,106,3.556440714133295E-4,0.7274978933037818,0.8243109973782252,3,4,3.337783711615487E-4,9606,Homo sapiens,"","",BICD1,P40763,"R-HSA-2730595;R-HSA-8875817;R-HSA-8875816"
R-HSA-9620244,"Long-term potentiation",1,31,0,79,0.002204993242762643,0.7274978933037818,0.8243109973782252,1,7,5.841121495327102E-4,9606,Homo sapiens,"NRG1","",,,"R-HSA-9612085"
R-HSA-2453902,"The canonical retinoid cycle in rods (twilight vision)",0,56,1,55,0.003983213599829291,0.7274978933037818,0.8243109973782252,2,25,0.0020861148197596794,9606,Homo sapiens,"","",CREB5,P10745,"R-HSA-2454113;R-HSA-2464809"
R-HSA-373755,"Semaphorin interactions",2,70,3,162,0.004979016999786614,0.7283589248324134,0.8243109973782252,5,40,0.0033377837116154874,9606,Homo sapiens,"SEMA6D;ITGA1","P56199;Q8NFY4",ATXN1;NRG1;BICD1,P21854;P23528;P49841,"R-HSA-373748;R-HSA-416725;R-HSA-399950;R-HSA-434990;R-HSA-399951"
R-HSA-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",1,17,1,98,0.0012091898428053204,0.7307085851998816,0.8243109973782252,2,2,1.6688918558077436E-4,9606,Homo sapiens,"HMGA2","P52926",H3F3B;H3F3A,P54198;Q9Y294,"R-HSA-3878123;R-HSA-4647594"
R-HSA-349425,"Autodegradation of the E3 ubiquitin ligase COP1",0,54,1,58,0.003840955971263959,0.7307085851998816,0.8243109973782252,4,5,4.1722296395193593E-4,9606,Homo sapiens,"","",ETS1,Q8NHY2,"R-HSA-349444;R-HSA-264418;R-HSA-264435;R-HSA-264444"
R-HSA-8951936,"RUNX3 regulates p14-ARF",1,16,1,97,0.0011380610285226546,0.7307085851998816,0.8243109973782252,4,8,6.675567423230974E-4,9606,Homo sapiens,"RUNX1","Q01196",CITED2,Q09472,"R-HSA-8952058;R-HSA-8951951;R-HSA-8952081;R-HSA-8952101"
R-HSA-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",1,49,0,65,0.0034853118998506294,0.7307085851998816,0.8243109973782252,3,11,9.17890520694259E-4,9606,Homo sapiens,"GNG11","",,,"R-HSA-422320;R-HSA-381612;R-HSA-381706"
R-HSA-375280,"Amine ligand-binding receptors",0,96,1,16,0.006828366171135927,0.7307085851998816,0.8243109973782252,1,19,0.0015854472630173564,9606,Homo sapiens,"","",MGLL,P07550,"R-HSA-9611851"
R-HSA-427389,"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression",1,48,0,74,0.0034141830855679636,0.7338816069597227,0.8243109973782252,2,4,3.337783711615487E-4,9606,Homo sapiens,"H3F3B;H3F3A","",,,"R-HSA-427383;R-HSA-427336"
R-HSA-1655829,"Regulation of cholesterol biosynthesis by SREBP (SREBF)",2,86,3,140,0.006117078028309268,0.7352658283416089,0.8243109973782252,13,52,0.0043391188251001335,9606,Homo sapiens,"MTF1;INSIG1","Q14872;O15503",ELOVL4;CLN5;RUNX1T1,P37268;P08047,"R-HSA-2426148;R-HSA-2426146;R-HSA-2426157;R-HSA-2426156;R-HSA-1655826;R-HSA-2426153;R-HSA-2426152;R-HSA-2426155;R-HSA-1655850;R-HSA-2426161;R-HSA-2426163;R-HSA-2317531;R-HSA-2317530"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",1,35,1,84,0.002489508499893307,0.7370173986896316,0.8243109973782252,7,14,0.0011682242990654205,9606,Homo sapiens,"GNG11","P61952",INSR,P32121,"R-HSA-396996;R-HSA-397891;R-HSA-114552;R-HSA-418172;R-HSA-396941;R-HSA-397835;R-HSA-114558"
R-HSA-6803205,"TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain",1,28,1,89,0.0019916067999146453,0.7370173986896316,0.8243109973782252,5,19,0.0015854472630173564,9606,Homo sapiens,"TP63","Q9H3D4",HDAC9,P41182,"R-HSA-6799462;R-HSA-6800836;R-HSA-6799441;R-HSA-6800816;R-HSA-6800250"
R-HSA-8851805,"MET activates RAS signaling",0,15,1,104,0.0010669322142399886,0.7370173986896316,0.8243109973782252,1,10,8.344459279038719E-4,9606,Homo sapiens,"","",IGF1R,P29353-2,"R-HSA-8851888"
R-HSA-73933,"Resolution of Abasic Sites (AP sites)",0,48,3,67,0.0034141830855679636,0.7370173986896316,0.8243109973782252,2,43,0.003588117489986649,9606,Homo sapiens,"","",XRCC4;SP4;CCDC14,Q96T60,"R-HSA-5649726;R-HSA-5649724"
R-HSA-4085001,"Sialic acid metabolism",1,60,0,55,0.0042677288569599545,0.7401163953759184,0.8243109973782252,1,20,0.0016688918558077437,9606,Homo sapiens,"ST6GAL1","",,,"R-HSA-4085033"
R-HSA-5654227,"Phospholipase C-mediated cascade; FGFR3",0,18,1,97,0.0012803186570879864,0.743179026944161,0.8243109973782252,2,3,2.5033377837116157E-4,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5654148;R-HSA-5654224"
R-HSA-933541,"TRAF6 mediated IRF7 activation",0,43,1,76,0.003058539014154634,0.743179026944161,0.8243109973782252,1,11,9.17890520694259E-4,9606,Homo sapiens,"","",PPP2R1B,Q9BRV8,"R-HSA-933527"
R-HSA-1362277,"Transcription of E2F targets under negative control by DREAM complex",1,25,0,94,0.0017782203570666478,0.7462057183178719,0.8243109973782252,12,12,0.0010013351134846463,9606,Homo sapiens,"TFDP2","",,,"R-HSA-8964475;R-HSA-8964492;R-HSA-8964525;R-HSA-8961665;R-HSA-8964465;R-HSA-8964513;R-HSA-8964482;R-HSA-8964498;R-HSA-8964531;R-HSA-8961619;R-HSA-188345;R-HSA-8964471"
R-HSA-5654228,"Phospholipase C-mediated cascade; FGFR4",0,19,1,97,0.0013514474713706523,0.7462057183178719,0.8243109973782252,2,3,2.5033377837116157E-4,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5654163;R-HSA-5654169"
R-HSA-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",0,8,1,110,5.690305142613273E-4,0.7462057183178719,0.8243109973782252,1,3,2.5033377837116157E-4,9606,Homo sapiens,"","",SATB1,P63165,"R-HSA-2990833"
R-HSA-6794361,"Neurexins and neuroligins",1,60,2,57,0.0042677288569599545,0.7462057183178719,0.8243109973782252,5,19,0.0015854472630173564,9606,Homo sapiens,"HOMER2","Q9NSB8",ID2;ITGA2,Q96HC4;Q9H0F6,"R-HSA-6794355;R-HSA-6794354;R-HSA-6794351;R-HSA-6794347;R-HSA-6794344"
R-HSA-9020558,"Interleukin-2 signaling",0,14,1,106,9.958033999573227E-4,0.7462057183178719,0.8243109973782252,1,18,0.0015020026702269693,9606,Homo sapiens,"","",INSR,P29353,"R-HSA-452091"
R-HSA-1980145,"Signaling by NOTCH2",1,38,2,82,0.0027028949427413047,0.7491968894764207,0.8243109973782252,9,20,0.0016688918558077437,9606,Homo sapiens,"MAML2","Q8IZL2",ATXN1;CITED2,Q06330;Q09472,"R-HSA-2976716;R-HSA-2197588;R-HSA-2127285;R-HSA-2976551;R-HSA-2976742;R-HSA-2976726;R-HSA-2197562;R-HSA-2197564;R-HSA-2976563"
R-HSA-3214841,"PKMTs methylate histone lysines",1,49,2,74,0.0034853118998506294,0.7491968894764207,0.8243109973782252,5,22,0.001835781041388518,9606,Homo sapiens,"NSD1","Q96L73",H3F3B;H3F3A;BPTF,P62805,"R-HSA-5651654;R-HSA-5638157;R-HSA-5423038;R-HSA-4827383;R-HSA-5651657"
R-HSA-8956320,"Nucleobase biosynthesis",1,62,0,58,0.004409986485525286,0.7491968894764207,0.8243109973782252,3,23,0.0019192256341789052,9606,Homo sapiens,"PPAT","",,,"R-HSA-111285;R-HSA-73815;R-HSA-111289"
R-HSA-3781865,"Diseases of glycosylation",2,194,0,37,0.013798989970837186,0.7508041747106116,0.8243109973782252,15,77,0.006425233644859813,9606,Homo sapiens,"EXT1;DCN","",,,"R-HSA-3636919;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-3595175;R-HSA-9036283;R-HSA-3656261;R-HSA-3560804;R-HSA-9036285;R-HSA-3560802;R-HSA-3656257;R-HSA-3656267;R-HSA-3595178;R-HSA-3595176"
R-HSA-5576891,"Cardiac conduction",2,151,1,78,0.010740450956682553,0.7508041747106116,0.8243109973782252,3,26,0.0021695594125500667,9606,Homo sapiens,"CACNA2D3;FGF13","Q92913;Q8IZS8",EMP1,Q9Y5Q5,"R-HSA-5577213;R-HSA-5576895;R-HSA-5578783"
R-HSA-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",0,7,4,112,4.979016999786613E-4,0.7521529555123238,0.8243109973782252,4,5,4.1722296395193593E-4,9606,Homo sapiens,"","",EGR1;JUP;SATB1;IGF1R,P35222,"R-HSA-3134904;R-HSA-3134901;R-HSA-3134883;R-HSA-3134914"
R-HSA-392518,"Signal amplification",1,42,0,78,0.002987410199871968,0.7521529555123238,0.8243109973782252,12,18,0.0015020026702269693,9606,Homo sapiens,"GNG11","",,,"R-HSA-428918;R-HSA-428917;R-HSA-418581;R-HSA-418579;R-HSA-428752;R-HSA-418576;R-HSA-392195;R-HSA-428750;R-HSA-428909;R-HSA-428749;R-HSA-392187;R-HSA-392202"
R-HSA-69273,"Cyclin A/B1/B2 associated events during G2/M transition",1,32,1,95,0.0022761220570453092,0.7521529555123238,0.8243109973782252,5,25,0.0020861148197596794,9606,Homo sapiens,"PPP2R1B","P30154",FOXO1,P06493,"R-HSA-8856951;R-HSA-4088141;R-HSA-170084;R-HSA-8856945;R-HSA-170057"
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",0,22,1,97,0.00156483391421865,0.7550743266878637,0.8243109973782252,2,3,2.5033377837116157E-4,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5654167;R-HSA-5654165"
R-HSA-5467337,"APC truncation mutants have impaired AXIN binding",1,14,2,112,9.958033999573227E-4,0.7579614084910645,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"PPP2R1B","P30154",JUP;BICD1,O15169;P49841,"R-HSA-4791278"
R-HSA-4839744,"truncated APC mutants destabilize the destruction complex",1,14,2,112,9.958033999573227E-4,0.7579614084910645,0.8243109973782252,1,2,1.6688918558077436E-4,9606,Homo sapiens,"PPP2R1B","P30154",JUP;BICD1,O15169;P49841,"R-HSA-4791278"
R-HSA-373080,"Class B/2 (Secretin family receptors)",1,99,1,27,0.0070417526139839245,0.7579614084910645,0.8243109973782252,2,20,0.0016688918558077437,9606,Homo sapiens,"GNG11","P61952",MEIS2,P09683,"R-HSA-381612;R-HSA-420202"
R-HSA-5627123,"RHO GTPases activate PAKs",0,27,1,98,0.0019204779856319795,0.7579614084910645,0.8243109973782252,1,15,0.0012516688918558078,9606,Homo sapiens,"","",STK38L,Q14247,"R-HSA-442832"
R-HSA-400253,"Circadian Clock",5,104,6,454,0.007397396685397254,0.7589865900415049,0.8243109973782252,49,59,0.004923230974632844,9606,Homo sapiens,"RBM4;DBP;NPAS2","Q9BWF3;Q10586;Q99743;ENSG00000105516;ENSG00000170485",TLE1;ATXN1;USP54;CITED2;FOXO1;RUNX1T1,P15336;O75376;Q96EB6;O14503;Q09472,"R-HSA-1368087;R-HSA-400256;R-HSA-5663174;R-HSA-1368069;R-HSA-5663170;R-HSA-1368065;R-HSA-549533;R-HSA-879770;R-HSA-879762;R-HSA-1368119;R-HSA-879782;R-HSA-1368889;R-HSA-549424;R-HSA-879798;R-HSA-549428;R-HSA-5663127;R-HSA-5663252;R-HSA-5663124;R-HSA-5663122;R-HSA-5663120;R-HSA-5663132;R-HSA-5663258;R-HSA-421320;R-HSA-8878679;R-HSA-400342;R-HSA-1368133;R-HSA-549467;R-HSA-5663105;R-HSA-5663246;R-HSA-5663118;R-HSA-1368140;R-HSA-5663245;R-HSA-5669302;R-HSA-879724;R-HSA-400228;R-HSA-5663156;R-HSA-549355;R-HSA-5663155;R-HSA-8878702;R-HSA-5663293;R-HSA-5663165;R-HSA-549475;R-HSA-5663271;R-HSA-5663138;R-HSA-5663264;R-HSA-5663265;R-HSA-549364;R-HSA-549493;R-HSA-5663273"
R-HSA-416476,"G alpha (q) signalling events",5,282,3,266,0.020058325627711787,0.7589865900415049,0.8243109973782252,10,35,0.0029205607476635513,9606,Homo sapiens,"GPR39;GRK5;PLCB1;GNG11;MGLL","P34947;Q99685;P61952;Q9NQ66;O43194",SH3BGRL;CAV2;SGK1,P00533;P16220,"R-HSA-114688;R-HSA-749448;R-HSA-199895;R-HSA-749452;R-HSA-416510;R-HSA-2179387;R-HSA-750993;R-HSA-398188;R-HSA-379048;R-HSA-426043"
R-HSA-5654221,"Phospholipase C-mediated cascade; FGFR2",0,25,1,97,0.0017782203570666478,0.7608146016909876,0.8243109973782252,2,3,2.5033377837116157E-4,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5654159;R-HSA-5654157"
R-HSA-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",1,52,0,73,0.003698698342698627,0.7608146016909876,0.8243109973782252,3,15,0.0012516688918558078,9606,Homo sapiens,"GNG11","",,,"R-HSA-432195;R-HSA-422320;R-HSA-432188"
R-HSA-429914,"Deadenylation-dependent mRNA decay",0,65,1,64,0.004623372928373284,0.7608146016909876,0.8243109973782252,2,10,8.344459279038719E-4,9606,Homo sapiens,"","",RBM4,Q04637,"R-HSA-429955;R-HSA-429992"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",4,133,6,317,0.009460132299594566,0.7617517733691302,0.8243109973782252,16,21,0.0017523364485981308,9606,Homo sapiens,"KITLG;NRG1;FOXO1","Q12778;Q02297-10;Q02297;P21583-1",ASXL1;BCL2;SGK1;FOXO1;FKBP5;IGF1R,P49815;P31749;O15111;Q92934;P22736;P16220;Q00987,"R-HSA-2399941;R-HSA-2243942;R-HSA-2400001;R-HSA-2399969;R-HSA-2399981;R-HSA-2399982;R-HSA-2400009;R-HSA-2399977;R-HSA-2399988;R-HSA-2219536;R-HSA-2399985;R-HSA-2399996;R-HSA-2399997;R-HSA-2399966;R-HSA-2399999;R-HSA-2399992"
R-HSA-6807878,"COPI-mediated anterograde transport",2,107,1,136,0.007610783128245252,0.7634946316196409,0.8243109973782252,7,12,0.0010013351134846463,9606,Homo sapiens,"DLC1;ANK3","P63167;Q12955",ELOVL4,O15155;O14653,"R-HSA-6809015;R-HSA-6807877;R-HSA-6809011;R-HSA-6807875;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003"
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",3,315,0,26,0.02240557649903976,0.7637657776693219,0.8243109973782252,4,9,7.510013351134847E-4,9606,Homo sapiens,"KBTBD6;KLHL13","",,,"R-HSA-983147;R-HSA-983157;R-HSA-983156;R-HSA-983140"
R-HSA-418886,"Netrin mediated repulsion signals",0,10,2,115,7.11288142826659E-4,0.7664209020900685,0.8243109973782252,1,4,3.337783711615487E-4,9606,Homo sapiens,"","",INSR;IGF1R,Q06124,"R-HSA-418863"
R-HSA-444209,"Free fatty acid receptors",0,29,1,94,0.0020627356141973115,0.7664209020900685,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"","",EMP1,O15552,"R-HSA-444171"
R-HSA-9627069,"Regulation of the apoptosome activity",0,13,2,116,9.246745856746568E-4,0.7664209020900685,0.8243109973782252,1,6,5.006675567423231E-4,9606,Homo sapiens,"","",DLC1;RUNX1T1,P98170,"R-HSA-9627078"
R-HSA-8978934,"Metabolism of cofactors",1,66,0,64,0.00469450174265595,0.7691747877216621,0.8243109973782252,2,27,0.002253004005340454,9606,Homo sapiens,"GCH1","",,,"R-HSA-1474146;R-HSA-1474158"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",0,43,4,81,0.003058539014154634,0.7691747877216621,0.8243109973782252,1,28,0.002336448598130841,9606,Homo sapiens,"","",EFEMP1;ELOVL4;KRT86;CREB5,Q9H2F3,"R-HSA-193789"
R-HSA-4086398,"Ca2+ pathway",2,80,1,162,0.005690305142613272,0.7716416052015653,0.8243109973782252,6,27,0.002253004005340454,9606,Homo sapiens,"PLCB1;GNG11","P61952;Q9NQ66",OGT,O95644,"R-HSA-398193;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-4551451;R-HSA-398040"
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",1,55,0,73,0.003912084785546625,0.7718963417210971,0.8243109973782252,6,9,7.510013351134847E-4,9606,Homo sapiens,"EPHA2","",,,"R-HSA-4093327;R-HSA-3928607;R-HSA-3928604;R-HSA-3928642;R-HSA-3928628;R-HSA-3928660"
R-HSA-111461,"Cytochrome c-mediated apoptotic response",0,15,2,118,0.0010669322142399886,0.7718963417210971,0.8243109973782252,3,12,0.0010013351134846463,9606,Homo sapiens,"","",DLC1;RUNX1T1,P98170,"R-HSA-114261;R-HSA-9627078;R-HSA-114252"
R-HSA-111458,"Formation of apoptosome",0,13,2,118,9.246745856746568E-4,0.7718963417210971,0.8243109973782252,1,10,8.344459279038719E-4,9606,Homo sapiens,"","",DLC1;RUNX1T1,P98170,"R-HSA-9627078"
R-HSA-9018519,"Estrogen-dependent gene expression",9,154,12,810,0.01095383739953055,0.7730497345111667,0.8243109973782252,33,66,0.005507343124165554,9606,Homo sapiens,"KANK1;CXCL12;H3F3B;H3F3A;BCL2;CXXC5;RUNX1","Q14678;ENSG00000171604;P84243;P10415;ENSG00000171791;ENSG00000107562;P48061;Q01196;Q7LFL8",CXCL11;ZMYM2;JUP;CITED2;CCDC14;SP4;BCL2;HDAC9;MGLL;QKI;FOXO1;RUNX1T1,O00559;Q13547;Q86X55;P48061;P10415;P22415;O60341;O15169;P14859;Q92793;Q09472;P08047,"R-HSA-9018505;R-HSA-9011981;R-HSA-9023884;R-HSA-8931981;R-HSA-9008271;R-HSA-9011983;R-HSA-8932033;R-HSA-9018499;R-HSA-8932037;R-HSA-9011975;R-HSA-9009371;R-HSA-9008285;R-HSA-9018334;R-HSA-8954207;R-HSA-9011985;R-HSA-9011984;R-HSA-9018325;R-HSA-8954199;R-HSA-9009065;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-9023840;R-HSA-9012000;R-HSA-9009378;R-HSA-9011941;R-HSA-9038052;R-HSA-9011966;R-HSA-9011952;R-HSA-8932084;R-HSA-8932020;R-HSA-8932021;R-HSA-9009526"
R-HSA-3000171,"Non-integrin membrane-ECM interactions",2,61,0,185,0.00433885767124262,0.7736399073788762,0.8243109973782252,4,22,0.001835781041388518,9606,Homo sapiens,"COL1A1;ITGA2","",,,"R-HSA-2465890;R-HSA-2327738;R-HSA-2731075;R-HSA-2731074"
R-HSA-418597,"G alpha (z) signalling events",1,62,0,68,0.004409986485525286,0.7745859420704791,0.8243109973782252,4,13,0.0010847797062750334,9606,Homo sapiens,"GNG11","",,,"R-HSA-749453;R-HSA-750988;R-HSA-751024;R-HSA-749446"
R-HSA-936964,"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",0,20,2,110,0.001422576285653318,0.7745859420704791,0.8243109973782252,1,9,7.510013351134847E-4,9606,Homo sapiens,"","",INSR;IGF1R,Q06124,"R-HSA-166271"
R-HSA-210990,"PECAM1 interactions",0,14,3,117,9.958033999573227E-4,0.7772439623517338,0.8243109973782252,6,7,5.841121495327102E-4,9606,Homo sapiens,"","",JUP;INSR;IGF1R,P19174;Q06124;P16284,"R-HSA-210290;R-HSA-210304;R-HSA-210294;R-HSA-210277;R-HSA-210283;R-HSA-210285"
R-HSA-432142,"Platelet sensitization by LDL",1,23,3,107,0.0016359627285013158,0.7772439623517338,0.8243109973782252,4,9,7.510013351134847E-4,9606,Homo sapiens,"PPP2R1B","P30154",JUP;INSR;IGF1R,Q06124;P16284,"R-HSA-210294;R-HSA-210277;R-HSA-432143;R-HSA-435244"
R-HSA-351906,"Apoptotic cleavage of cell adhesion  proteins",0,11,4,118,7.82416957109325E-4,0.7772439623517338,0.8243109973782252,2,10,8.344459279038719E-4,9606,Homo sapiens,"","",EGR1;JUP;SATB1;IGF1R,P15924;P35222,"R-HSA-201636;R-HSA-202969"
R-HSA-186712,"Regulation of beta-cell development",2,67,3,179,0.004765630556938616,0.7795438362445408,0.8243109973782252,8,26,0.0021695594125500667,9606,Homo sapiens,"MAML2;FOXO1","Q12778;Q8IZL2",USP54;SLC12A8;CGGBP1,P35680;P26367,"R-HSA-1980047;R-HSA-210784;R-HSA-210788;R-HSA-211178;R-HSA-211289;R-HSA-210824;R-HSA-211272;R-HSA-211164"
